acme.name	acme.sku	acme.product_weight	acme.product_length	acme.product_width	acme.product_height	acme.package_length	acme.package_width	acme.package_height	acme.package_weight	acme.ship_type	acme.package_type	acme.collection_name	acme.catalog	acme.product_type	acme.description	acme.short_description	acme.catalog_finish	acme.material_detail	acme.fl_qty	acme.ga_qty	acme.nj_qty	acme.ny_qty	acme.tx_qty	acme.la_qty	acme.sf_qty	acme.MSRP	acme.ETA_LA_warehouse	acme.group	acme.video
Cleavon II Sofa	53560	112	84	31	35	75	30	19	130	LTL	CARTON	Cleavon II	2016S	Sofa	KD, w/2 Pillows Features: Buttonless Tufted (Backrest) Loose Back & Seat Cushion (3+3) Backrest Style: Box Cushion, Buttonless Tufted, Back Cushion Size: 7 Inches Thick Seat Construction: Box Cushion w/Welt Trim, Pocket Coil, Inside Frame: Wood & Foam, Cushion Size: 7" Thick Armrest: Sloped Track w/Welt Trim, Arm Size: 5 Inches Thick Plastic Block Leg: Dark Oak Finish (Wood Grain) Material: Linen Fabric (Solid Pattern); Square Pillows with 1-Side Constrast Pattern	The Cleavon II contemporary sofa collection will be a perfect addition to your living room with its buttonless tufted backrest, loose seat cushions, sleek sloped track arms and complemented by colorful accent pillows. This set offers the best in style and comfort that will ensure long lasting enjoyment. 	Red Linen	Upholstery	5	2	2	0	1	32	1	1002	NONE	GP-000834	
Cleavon II Loveseat	53561	84	59	31	35	51	30	21	98	GROUND - OVERSIZE	CARTON	Cleavon II	2016S	Loveseat	KD, w/2 Pillows Features: Buttonless Tufted (Backrest) Loose Back & Seat Cushion (2+2) Backrest Style: Box Cushion, Buttonless Tufted, Back Cushion Size: 7 Inches Thick Seat Construction: Box Cushion w/Welt Trim, Pocket Coil, Inside Frame: Wood & Foam, Cushion Size: 7" Thick Armrest: Sloped Track w/Welt Trim, Arm Size: 5 Inches Thick Plastic Block Leg: Dark Oak Finish (Wood Grain) Material: Linen Fabric (Solid Pattern); Square Pillows with 1-Side Constrast Pattern	Styled in Cleavon II collection, this red upholstery sofa set will bring you a modern and comfortable environment in the living room. Featuring sloped arms, loose seat and back cushions, and plastic wood grain legs.	Red Linen	Upholstery	2	1	0	1	1	0	0	804	NONE	GP-000834	
Cleavon II Chair	53562	55	34	31	35	30	26	26	63	GROUND - OVERSIZE	CARTON	Cleavon II	2016S	Chair	KD, NO Pillows Features: Buttonless Tufted (Backrest) Loose Back & Seat Cushion (1+1) Backrest Style: Box Cushion, Buttonless Tufted, Back Cushion Size: 7 Inches Thick Seat Construction: Box Cushion w/Welt Trim, Pocket Coil, Inside Frame: Wood & Foam, Cushion Size: 7" Thick Armrest: Sloped Track w/Welt Trim, Arm Size: 5 Inches Thick Plastic Block Leg: Dark Oak Finish (Wood Grain) Material: Linen Fabric (Solid Pattern); Square Pillows with 1-Side Constrast Pattern	Styled in Cleavon II collection, this red upholstery sofa set will bring you a modern and comfortable environment in the living room. Featuring sloped arms, loose seat and back cushions, and plastic wood grain legs.	Red Linen	Upholstery	2	0	3	7	3	0	2	507	NONE	GP-000834	
Cleavon II Sofa	53790	93	70	31	35	61	31	20	108	LTL	CARTON	Cleavon II	2017C	Sofa	KD (Full) w/2 Pillows Buttonless Tufted Backrest Loose Back & Seat Cushions (3+3) Seat Construction: Box Cushion w/Welt Edge, Pocket Coil Included Armrest: Sloped Track Plastic Block Leg: Dark Oak Finish w/wood grain Material: Linen Fabric (Solid Pattern); Square Pillows with One Side Contrast Pattern Fabric (Not Removable & Not Washable: without zipper)	Styled in Cleavon II collection, this gray upholstery sofa set will bring you a modern and comfortable sensation in the living room. Featuring with sloped arms, loose seat and back cushion, plastic wood grain legs, and colorful accent pillows present you a better and soft environment with family and friends.	Gray Linen	Upholstery	1	0	2	1	1	194	1	921	NONE	GP-000835	
Cleavon II Loveseat	53791	72	50	31	35	41	31	22	83	GROUND - OVERSIZE	CARTON	Cleavon II	2017C	Loveseat	KD (Full) w/2 Pillows Buttonless Tufted Backrest Loose Back & Seat Cushions (2+2) Seat Construction: Box Cushion w/Welt Edge, Pocket Coil Included Armrest: Sloped Track Plastic Block Leg: Dark Oak Finish w/wood grain Material: Linen Fabric (Solid Pattern); Square Pillows with One Side Contrast Pattern Fabric (Not Removable & Not Washable: without zipper)	Styled in Cleavon II collection, this gray upholstery piece will bring you a modern and comfortable sensation in the living room. Featuring with sloped arms, loose seat and back cushion, plastic wood grain legs, and colorful accent pillows present you a better and soft environment with family and friends.	Gray Linen	Upholstery	0	2	2	1	1	125	2	753	NONE	GP-000835	
Cleavon II Chair	53792	51	30	31	35	26	26	26	61	GROUND - OVERSIZE	CARTON	Cleavon II	2017C	Chair	KD (Full) No Pillows Buttonless Tufted Backrest Loose Back & Seat Cushions (1+1) Seat Construction: Box Cushion w/Welt Edge, Pocket Coil Included Armrest: Sloped Track Plastic Block Leg: Dark Oak Finish w/wood grain Material: Linen Fabric (Solid Pattern); NO Pillows	Styled in Cleavon II collection, this gray upholstery piece will bring you a modern and comfortable sensation in the living room. Featuring with sloped arms, loose seat and back cushion, plastic wood grain legs, and colorful accent pillows present you a better and soft environment with family and friends.	Gray Linen	Upholstery	3	0	2	0	3	101	2	492	NONE	GP-000835	
Kloris Rocking Chair	59209	32	25	33	48	34	27	9	40	GROUND	ISTA-3A	Kloris	2014C	Rocking Chair	Semi KD, Rocking Arm Chair (High Backrest) Stationary Seat Wooden Back & Seat (Seat Dimension: 22" x 20 x 17"H, Seat Thick: 1" / 28mm) Backrest: Arrowback, with Embossed Crown, Turned Side Posts Wooden Turned Spindle Base with 4 Stretcher Supports 	The beautiful Kloris wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Dark Walnut Finish	Wood, Composite Wood	0	0	0	0	0	0	1	432	NONE		
Kloris Rocking Chair	59210	31	25	33	45	34	27	9	35	GROUND	ISTA-3A	Kloris	2014C	Rocking Chair	Semi KD, Rocking Arm Chair (High Backrest) Stationary Seat Wooden Back & Seat (Seat Dimension: 22" x 19 x 16"H, Seat Thick: 1" / 28mm) Backrest: Spindle Back, with Hand Embossed Top, Turned Side Posts Wooden Turned Spindle Base with 5 Stretcher Supports 	The beautiful Kloris wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Tobacco Finish	Wood, Composite Wood	0	0	0	0	0	0	0	522	NONE		
Kloris Rocking Chair	59211	30	28	33	44	35	29	9	37	GROUND	ISTA-3A	Kloris	2014C	Rocking Chair	Semi KD	The beautiful Kloris wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Distressed Black Finish	Wood, Composite Wood	2	2	0	0	0	0	0	441	NONE		
Kloris Rocking Chair	59214	33	29	33	43	44	24	10	39	GROUND	ISTA-3A	Kloris	2014C	Rocking Chair	Semi KD, Slat Back	The beautiful Kloris wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a upholstered seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Tobacco Finish	Wood, Composite Wood	0	2	0	2	1	36	1	531	NONE		
Kloris Youth Rocking Chair	59215	10	21	16	28	24	20	7	12	GROUND	CARTON	Kloris	2014C	Youth Rocking Chair	Semi KD, Youth Rocking/Windsor Arm Chair (High Backrest) Stationary Seat Wooden Back & Seat (Seat Dimension: 15" x 13" x 11"H) Bow Backrest: Windsor/Turned Back Wooden Turned Spindle Base with 2 Stretcher Supports	The beautiful Kloris Youth wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Tobacco Finish	Wood, Composite Wood	1	0	0	0	2	0	0	165	NONE		
Kloris Youth Rocking Chair	59218	11	24	18	30	23	19	6	13	GROUND	CARTON	Kloris	2014C	Youth Rocking Chair	Semi KD, Youth Rocking Arm Chair (High Backrest) Stationary Seat Wooden Back & Seat (Seat Dimension: 24" x 18" x 11"H, Seat Thick: 1" / 22mm) Backrest: Spindle Back, with Hand Embossed Top Wooden Turned Spindle Base with 2 Stretcher Supports 	The beautiful Youth Kloris wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair backrest for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Tobacco Finish	Wood, Composite Wood	1	0	0	0	0	0	1	195	NONE		
Arlo Rocking Chair	59297	28	33	25	45	35	27	9	31	GROUND	ISTA-3A	Arlo	2020C	Rocking Chair	KD, Back: Spindle & Turned Legs Seat: Wood (No Cushion)	The beautiful Arlo wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a contoured seat and tall chair back for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Black Finish	Wood, Composite Wood	0	0	0	0	2	312	0	459	NONE		
Butsea Rocking Chair	59378	33	26	34	42	44	24	9	37	GROUND	ISTA-3A	Butsea	2020C	Rocking Chair	KD, Padded Back & Seat: Brown Fabric Cushion Wood Frame: Espresso	The beautiful Butsea wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a padded seat and tall chair back for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Brown Fabric & Espresso Finish	Wood, Upholstery	0	1	0	2	2	42	1	522	NONE		
Sheim Rocking Chair	59382	31	33	27	43	46	24	9	34	GROUND	ISTA-3A	Sheim	2020C	Rocking Chair	KD, Padded Seat: Beige Fabric Cushion Wood Frame: Cherry BACK: Queen Anne Style	The beautiful Sheim wooden rocker will It will be the perfect addition to your living room, sunroom or deck. This graceful rocking chair features a padded seat and tall Queen Anne back for extra comfort. The smooth rocking motion and sturdy durable construction ensure that you'll be able to relax for years to come.	Beige Fabric & Cherry Finish	Wood, Upholstery	0	0	0	0	0	0	0	498	NONE		
Sharan Rocking Chair	59388	33	33	29	43	47	24	13	36	GROUND	ISTA-3A	Sharan	2020C	Rocking Chair	KD, Seat: Beige Fabric Cushion Wood Frame: Antique White French Provencial Style: Scalloped Apron, Cabriole Front Legs	The Sharan rocking chair features a French provincial style with scalloped apron, cabriole front legs, expertly crafted in antique white finish and beige fabric cushions. Its elegant appearance will add charm to any household.	Fabric & Antique White Finish	Wood, Upholstery	1	0	0	0	0	0	0	651	NONE		
Sharan Rocking Chair	59390	30	33	29	43	46	25	11	40	GROUND	ISTA-3A	Sharan	2020C	Rocking Chair	KD, Seat: Floral Fabric Cushion Wood Frame: Cherry French Provencial Style: Scalloped Apron, Cabriole Front Legs	The Sharan rocking chair features a French provincial style with scalloped apron, cabriole front legs, expertly crafted in rich cherry finish and floral pattern fabric cushions. Its elegant appearance will add charm to any household.	Fabric & Cherry Finish	Wood, Upholstery	0	0	0	0	0	0	0	651	NONE		
Bagley Accent Chair	59452	32	28	28	34	34	32	37	46	LTL	CARTON	Bagley	2020C	Accent Chair	Assambled, Arm Chair Padded Seat & Back: Tibet Wool Cushion Metal Tube "X" Base & Armrest: Gold Brass Finish, 1.2 x 1.25", 1.2 x 1" round metal tube	Bring high end style and luxury into your home with the Bagley accent chair, combining hard crisp lines of tubular and rectangular gold painted metal with campaign style feel and the softness and visual appeal of Tibet wool. This accent piece will surely be a topic of discussion, as well as a place for comfort.	Wool & Gold Brass	Metal, Upholstered (Seat)	0	0	0	1	0	0	0	2142	NONE		
Ashe Recliner	59466	82	40	40	37	38	30	26	88	GROUND - OVERSIZE	CARTON	Ashe	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion Backrest: Buttonless Tufted Seat: w/Pocket Coil Arm: Pillow Top, Height: 25.5" External Latch Handle (No Power) (No Glider/No Rocker)	Relax in this inviting recliner in a modern gray finish, the Ashe recliner features placement of the headrest pillow and center tuft button; creating a comfortable recline. Take a load off with the kick up leg support triggered by an easy to use finger-pull. Rest your arms on the overstuffed pillow top armrests during movie time, reading or simply for relaxation.	Gray Polished Microfiber	Upholstery, Metal Reclining Mechanism	0	0	0	0	1	0	0	780	NONE		
Parklon Recliner	59468	75	36	36	41	33	30	26	84	GROUND - OVERSIZE	CARTON	Parklon	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion Seat: w/Pocket Coil Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker)	The Parklon recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Brown Microfiber	Upholstery, Metal Reclining Mechanism	2	1	0	0	3	26	2	606	NONE	GP-000919	
Vita Recliner	59470	71	36	36	41	33	30	26	84	GROUND - OVERSIZE	CARTON	Vita	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion Seat: w/Pocket Coil Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker)	The Vita recliner features an oversized head and back support, faux leather upholstered and overstuffed maximum comfort. Ease back with the finger-pull reclining function and relax your troubles away.	Espresso PU	Upholstery, Metal Reclining Mechanism	1	1	0	0	0	0	1	615	NONE		
Parklon Recliner	59476	67	36	36	41	33	30	26	80	GROUND - OVERSIZE	CARTON	Parklon	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion Seat: w/Pocket Coil Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker)	The Parklon recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Blue Microfiber	Upholstery, Metal Reclining Mechanism	0	0	0	0	2	0	1	606	NONE	GP-000919	
Parklon Recliner	59478	67	36	36	41	33	30	26	80	GROUND - OVERSIZE	CARTON	Parklon	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion Seat: w/Pocket Coil Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker)	The Parklon recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Chocolate Microfiber	Upholstery, Metal Reclining Mechanism	2	1	0	3	6	80	2	606	NONE	GP-000919	
Bina Recliner	59525	70	38	38	39	36	32	26	83	GROUND - OVERSIZE	ISTA-3A	Bina	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion: Vintage Finish, 10mm Memory Foam Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker) Clearance between Recliner and Wall: 2.3 Inches (60mm)	The Bina recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth polished microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Charcoal Polished Microfiber	Upholstery, Metal Reclining Mechanism	9	3	19	3	0	1	1	645	NONE	GP-001112	
Bina Recliner	59526	70	38	38	39	36	32	26	83	GROUND - OVERSIZE	ISTA-3A	Bina	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion: Vintage Finish, 10mm Memory Foam Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker) Clearance between Recliner and Wall: 2.3 Inches (60mm)	The Bina recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth polished microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Light Brown Polished Microfiber	Upholstery, Metal Reclining Mechanism	0	3	29	0	2	66	2	645	NONE	GP-001112	
Bina Recliner	59527	70	38	38	39	36	32	26	83	GROUND - OVERSIZE	ISTA-3A	Bina	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion: Vintage Finish, 10mm Memory Foam Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker) Clearance between Recliner and Wall: 2.3 Inches (60mm)	The Bina recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth polished microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Taupe Polished Microfiber	Upholstery, Metal Reclining Mechanism	0	2	22	0	3	25	1	645	NONE	GP-001112	
Bina Recliner	59528	70	38	38	39	36	32	26	83	GROUND - OVERSIZE	ISTA-3A	Bina	2020C	Recliner	KD Back, Motion Reclining Mechanism Tight Back & Seat Cushion: Vintage Finish, 10mm Memory Foam Arm: Pillow Top External Latch Handle (No Power) (No Glider/No Rocker) Clearance between Recliner and Wall: 2.3 Inches (60mm)	The Bina recliner offers comfort, style and value for any home. Reflects sleek styling, cozy seating and smooth polished microfiber upholstery provides relaxation from seat to toe with an easy to reach external handle for operating the reclining mechanism. Update your living room environment with this comfortable, recliner chair it's great for any space and makes it perfect to relax, take a nap or read a book. Its available in 5 different finishes.	Gray Polished Microfiber	Upholstery, Metal Reclining Mechanism	3	2	24	0	1	14	2	645	NONE	GP-001112	
