Code	Name	Description 2	Price	MAP price	Default set qts	Width	Depth	Height	Weight	Volume	Manufacturer	Category Type	Stock Status	New Arrivals	Parent Category	Category	Refine Categories	Image 1	Image 2	Image 3	Image 4	Image 5	Image 6	Image 7	Image 8	Image 9	Image 10	Image 11	Image 12	Image 13	Image 14	Qty	No of Boxes	(Box 1) Markings	(Box 1) Depth	(Box 1) Width	(Box 1) Height	(Box 1) Weight	(Box 2) Markings	(Box 2) Depth	(Box 2) Width	(Box 2) Height	(Box 2) Weight	(Box 3) Markings	(Box 3) Depth	(Box 3) Width	(Box 3) Height	(Box 3) Weight	(Box 4) Markings	(Box 4) Depth	(Box 4) Width	(Box 4) Height	(Box 4) Weight	(Box 5) Markings	(Box 5) Depth	(Box 5) Width	(Box 5) Height	(Box 5) Weight	(Box 6) Markings	(Box 6) Depth	(Box 6) Width	(Box 6) Height	(Box 6) Weight	(Box 7) Markings	(Box 7) Depth	(Box 7) Width	(Box 7) Height	(Box 7) Weight	(Box 8) Markings	(Box 8) Depth	(Box 8) Width	(Box 8) Height	(Box 8) Weight	(Box 9) Markings	(Box 9) Depth	(Box 9) Width	(Box 9) Height	(Box 9) Weight	(Box 10) Markings	(Box 10) Depth	(Box 10) Width	(Box 10) Height	(Box 10) Weight	(Box 11) Markings	(Box 11) Depth	(Box 11) Width	(Box 11) Height	(Box 11) Weight	(Box 12) Markings	(Box 12) Depth	(Box 12) Width	(Box 12) Height	(Box 12) Weight	(Box 13) Markings	(Box 13) Depth	(Box 13) Width	(Box 13) Height	(Box 13) Weight	(Box 14) Markings	(Box 14) Depth	(Box 14) Width	(Box 14) Height	(Box 14) Weight	(Box 15) Markings	(Box 15) Depth	(Box 15) Width	(Box 15) Height	(Box 15) Weight	sku	Parent  Sku	Color	Material	Finish
	Dafne Bedroom SET	Stylish White High Gloss Finish Bedroom from Spain.  Nightstand /Dresser and Chest - soft close drawers 	1700	2975							Status Italy	BEDROOMS	stock	FALSE	Brands	Status Modern Collections, Italy	Bedgroups,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dafne-Bedroom_side_2.jpg																																																																																					p9854		White	Wood veneer, Wood-based panel, Metal, MDF	High Gloss Lacquer
DAFNENS	Dafne Night Stand White		165	288.75	1	27.17	16.14	22.44	50																							1	1	Nightstand	24	30	19	60																																																																							i22210	p9854			
DAFNECHEST	Dafne Chest White		475	831.25	1	39	52	51.5	155																							1	1	1	52	39	22	0																																																																							i22213	p9854			
WFRAMEQUEENS	Wooden Slats Frame QS		65	113.75	1	60	79	3	25																							1	1	1	2	30	80	0																																																																							i22214	p9854			
WFRAMEKINGS	Wooden Slats Frame KS		90	157.5	0	76	79	3	35																							0	1	1	2	39	80	0																																																																							i22215	p9854			
DAFNEBEDQS	Dafne Bed QS White	need wooden slat frame	400	700	1	76.37	85	48	181																							1	4	White Siderails+Footboard	4	29	65	44	Bed Support	63	6	5	2	Hardware	6	10	7	38	Standard Headboard	4	82	10	97																																																								i22208	p9854			
DAFNEBEDKS	Dafne Bed KS White	need wooden slat frame	480	840	0	93.3	85	48	209																							0	4	White Footboard+Siderails	4	29	82	52	Bed Support	81	6	5	2	Hardware	6	10	7	51	Headboard	4	82	10	104																																																								i22209	p9854			
	Dafne 5 Door Wardrobe	Available for Special Order	1406	2460.5	0	106	24	90.5	649																							0	10	Top+Bottom+Plinth 2d White Wardrobe	3	43	24	93	Top+Bottom+Plinth 1d White Wardrobe	3	22	24	22	White Wardrobe Division	2	92	25	97	Prestige Hardware 5/D Wardrobe	7	43	9	20	White Wardrobe Slides	3	93	25	96	2 Wooden Doors Pack	3	91	22	154	1 Wooden Door Pack	3	91	22	42	White Wardrobe 1 door Shelf	3	22	22	17	White Shelf for 2door/ Sliding Wardrobe	3	43	22	68	Back Panel	1	85	42	40																										i22220	p9854			
	Dafne 4 Door Wardrobe	Available for Special Order	1167	2042.25	0	85	24	90.5	456																							0	7	Top+Bottom+Plinth 2d White Wardrobe	3	43	24	93	White Wardrobe Division	2	92	25	49	Prestige/Define Hardware 4/D Wardrobe	7	43	9	16	White Wardrobe Sides	3	93	25	15	2 Wooden Doors pack	3	91	22	96	White Shelf for Sliding Wardrobe	3	43	22	154	Back Panel Sliding	1	85	42	33																																									i22219	p9854			
DAFNEDDRESSER	Dafne Double Dresser White		500	875	1	68.11	21	33	196																							1	1	Double Dresser	71	33	21	206																																																																							i22211	p9854			
DAFNEMIRROR	Dafne Mirror White		95	166.25	1	39	41.5	1.5	49																							1	1	Mirror Box	3	39	42	0																																																																							i22212	p9854			
	Ambra Bedroom SET	Wooden Headboard bed with Lights Legno style with smaller night stands in stock and other headboard and night stands available for special order.  Shining surfaces and harmonious contrasts between the chiaroscuro of the birch and the depth of Black Nickel details are the leit-motif of Ambra collection.  **NEW MIRROR DESIGN LIKE ON THE MAIN PICTURE  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.  THE STORAGE KIT FOR BEDS PLATINUM , ONDA AND AMBRA  ARE THE SAME DESIGN , CONSISTS OF : FRAME, MECHANISM AND FLOOR PANELS. FLOOR PANELS ARE OF DIFFERENT COLOURS: AMBRA – IVORY COLOUR PLATINUM/ ONDA – BLACK COLOUR  	2621	4586.75							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Beds with Storage	Bedroom,Bedgroups,Beds with Storage,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom_side_4.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Ambra-Bedroom_side_1.gif																																																																																						p9208		Light Beige	Wood veneer, MDF	High Gloss Lacquer
WFRAMEQUEENS	QS Wooden Slats Frame **OPTIONAL**		65	113.75	0	60	79	11	20																							0	1	1	2	30	80	0																																																																							i21458	p9208			
AMBRABEDKS	Ambra Legno Bed KS	**FRAME NOT INCLUDED**	1008	1764	0	85	85	45	190																							0	3	Headboard	88	50	5	0	Footboard	83	16	3	0	Rails	84	16	4	0																																																													i21723	p9208			
WFRAMEKINGS	KS Wooden Slats Frame **OPTIONAL**		90	157.5	0	76	79	3	35																							0	1	1	2	39	80	0																																																																							i21724	p9208			
WFRAMEKSCAMELBENT	Wooden Frame KS Camel Bent/leg	Made in Italy	155	271.25	0	78	2	80	25																							0	2	1	2	78	80	0	2	2	39	80	0																																																																		i22388	p9208			
WFRAMEQSCAMELBENT	Wooden Frame QS Camel Bent/leg	Made in Italy	115	201.25	1	61	2	80	20																							1	1	1	2	61	80	0																																																																							i22387	p9208			
AMBRA2DWARDROBE	Ambra 2 Door Wardrobe	wooden door	610	1067.5	0																											0	0																																																																												i26503	p9208			
AMBRABEDQS	Ambra Legno Bed QS 148LET.04AV	<b>**FRAME NOT INCLUDED**</b>	822	1438.5	1	69	85	45	171																							1	3	Headboard	74	50	5	0	Footboard	67	16	3	0	Rails	84	16	4	0																																																													i21418	p9208			
AMBRANIGHTSTAND	Ambra Mini Nightstand 148CMN.01AV		174	304.5	2	24	16.5	23	23																							2	1	Nightstand	20	26	19	30																																																																							i21419	p9208			
AMBRADOUBLEDRESSER	Ambra Double Dresser 148CMD.01AV		502	878.5	1	68	19	32	187																							1	1	Double Dresser	30	21	70	197																																																																							i21420	p9208			
AMBRAMIRROR	Ambra Mirror 148SPE.01AV		125	218.75	1	47	1	35	44																							1	1	Mirror Box	50	38	2	0																																																																							i21421	p9208			
AMBRACHEST	Ambra Chest 148SET.01AV		375	656.25	0	19	32	45	119																							0	1	1	32	19	45	128																																																																							i21422	p9208			
EXCLAMBRASTORAGEKS	EXCLUSIVE Ambra Storage KS Kit /CO000RET.98O01+CO000RET.00NO3+CO136LET.11NE01/ ( PLATINUM, ONDA, AMBRA) Black floor panels		377	659.75	1	80	84	16	80																							1	3	Wooden Spring	80	76	2	70	Floor Panels	80	38	1	10	Mecanism	5	22	2	10																																																													i26638	p9208			
EXCLAMBRASTORAGEQS	EXCLUSIVE Ambra Storage QS Kit /co148let.07av01+co000ret.07o01+co000ret.00n03/ ( PLATINUM, ONDA, AMBRA) Ivory floor panels		332	581	1	64	84	16	65																							1	3	Wooden Spring	80	60	2	55	Floor Panels	80	30	1	10	Mecanism	5	22	2	10																																																													i26733	p9208			
	Mangano Dining SET	Mangano Dining room furniture set consists of 2 door china, table with 2 extension, chairs, 3 door buffet and mirror. This sophisticated set blends harmoniously into modern interiors and will become a stylish solution for any dining area. Popular white and grey combination of colors.  Finish: high gloss white and grey/brown. Dining Table with 2 extension. Manufactured according to European and international standards.  Made in Italy	1110	1942.5							European Collection	DINING	stock	FALSE	Dining Room Furniture	Modern Dining Room Sets	Dining Room,Formal Dining Room,Dining Chairs,Modern	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Dining-Room-Sets_Mangano-Dining.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Dining-Room-Sets_Mangano-Dining_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Dining-Room-Furniture_Modern-Dining-Room-Sets_Mangano-Dining_side_1.jpg																																																																																									p10889		White, Brown/Wenge/Walnut, Grey/Silver	Wood veneer, Wood-based panel	High Gloss Lacquer
MANGANO2DRCHINA	Mangano 2 Door China		550	962.5	0	43.5	17.8	71																								0	3	2D CURIO	19	46	70	0	2D CURIO DOORS	22	1	65	0	2D CURIO SHELVES	18	2	42	0																																																													i25536	p10889			
MANGANOBUFFET3DR	Mangano 3 Door Buffet		480	840	0	68.5	17.8	33																								0	1	3D BUFFET	19	70	32	0																																																																							i25537	p10889			
MANGANOCHAIR	Mangano Side Chair		85	148.75	4	19	16	42	20																							4	1		18	20	45	42																																																																							i25538	p10889			
MANGANOMIRRORFORBUFF	Mangano Mirror for Buffet		120	210	0	47.5	37.5	1																								0	1	MIRROR	2	50	41	0																																																																							i25539	p10889			
MANGANOTABLE	Mangano Dining Table w/2ext		770	1347.5	1	69/87/105	41.35	30																								1	3	Table Top	43	72	4	0	Table Leaves	43	17	5	0	Table Legs	6	15	30	0																																																													i25540	p10889			
	430 Sectional  Off White SET	Our new L430 Leather sectional is functional and stylish. Seats and backs have medium-density foam to give you extra comfort and support.Modern design leather sectional. Color: Off White color,  K308 Thick Leather  Seat depth: 22.44 inch	2100	3675							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Sectionals	Living Room,Sectionals,Coffee Tables and End Tables,Modern,Leather	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_430-Sectional-Off-White.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_430-Sectional-Off-White_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_430-Sectional-Off-White_side_1.jpg																																																																																									p8640		White	Top-grain Leather Front/Eco Leather Back	N/A
430RIGHT	430 Sectional Right	Left 2 Seater :182*105*93(cm) Corner:122*122*93 Middle 2 Seater: 160*105*93 Chaise:102*178*93 A thick leather(1.4-1.5)/pvc, Chase on the right when facing 	2100	3675	1	151	120	31/37																								1	4	Loveseat	41	70	32	0	Corner	50	50	32	0	Armless Loveseat	41	65	32	0	Chaise	41	71	32	0																																																								i18127	p8640			
430LEFT	430 Sectional Left	Chase on the Left when facing	2100	3675	0	151	120	31/37																								0	4	Loveseat	41	70	32	0	Corner	50	50	32	0	Armless Loveseat	41	65	32	0	Chaise	41	71	32	0																																																								i27112	p8640			
430OTTOMAN	430  Coffee Table	Black Glass on top.	240	420	0	40	40	19																								0	1		41	41	14	0																																																																							i27113	p8640			
	Aida Black w/Gold, Camelgroup Italy SET	This Panel Bedroom Set offers a perfect way of brining a classic European design to your traditionally decorated bedroom. The standard set is composed of a bed, two nightstands, your choice of dressers and a decorative mirror. The optional man's chest and 4-door wardrobes are available for order at any time at your convenience. Straight panels are in chipboard, then veneered (veneer being a thin layer of solid wood); then the veneers are lacquered using a 6 steps/layers of UV high gloss polyester lacquer. Manufactured according to European and international standards. Camelgroup Italy	2531	4429.25							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Classic Bedrooms	Bedroom,Bedgroups,Classic,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_9.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_5.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_4.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_8.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_7.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Classic-Bedrooms_Aida-Black-wGold-Camelgroup-Italy_side_3.jpg																																																																																			p6367		Black, Yellow/Gold	Wood veneer, MDF	High Gloss Lacquer
AIDABEDQ.SBLACK/GOLD	Aida Black w/Gold QS Bed	<b>**FRAME NOT INCLUDED**</b>	548	959	1	81	84	51	140																							1	4		87	8	2	8		85	32	5	80		76	28	3	52		80	4	30	20																																																								i7690	p6367			
AIDABEDK.SBLACK/GOLD	Aida Black w/Gold KS Bed	<b>**FRAME NOT INCLUDED**</b>	683	1195.25	0	104	84	51	168																							0	4		87	8	2	8		106	34	5	100		90	28	3	60		80	4	38	25																																																								i7691	p6367			
WFRAMEQUEENS	QS Wooden Slats Frame **OPTIONAL**		65	113.75	0	60	79	11	18																							0	1	1	2	30	80	0																																																																							i7692	p6367			
WFRAMEKINGS	KS Wooden Slats Frame **OPTIONAL**		90	157.5	0	38*2	79	11	25																							0	1	1	2	39	80	0																																																																							i7693	p6367			
AIDAN/SBLACK/GOLD	Aida Black w/Gold Nightstand		114	199.5	2	22	15	21	41																							2	1	Nightstand	15	22	21	48																																																																							i7694	p6367			
AIDADDRESSERBLACK/GO	Aida Black w/Gold Double Dresser	**<b>**Mirror supports - optional**</b>	350	612.5	1	67	17	31	146																							1	1		17	67	31	146																																																																							i7696	p6367			
AIDAMIRRORBLACK/GOLD	Aida Black w/Gold Mirror		192	336	1	41	3	47	26																							1	1	Mirror Box	3	40	46	32																																																																							i7697	p6367			
AIDA4DOORW/DBLACKGOL	Aida Black w/Gold 4-Door Wardrobe		629	1100.75	0	70	21	86	339																							0	8	1	3	18	84	60	2	2	19	84	58	3	2	20	87	64	4	2	18	84	58	5	5	23	72	55	6	5	34	82	60	7	2	18	35	11	8	2	18	35	11																																				i7698	p6367			
WFRAMEQSCAMELBENT	Wooden Frame QS Camel Bent/leg	Made in Italy	115	201.25	1	60	79	3	20																							1	1	1	2	30	80	0																																																																							i18027	p6367			
WFRAMEKSCAMELBENT	Wooden Frame KS Camel Bent/leg	Made in Italy	155	271.25	0	76	79	3	25																							0	2	1	2	78	80	0	2	2	39	80	0																																																																		i18028	p6367			
AIDAVDRESSERBLACK/GO	Aida Vanity Dresser Black/Gold		366	640.5	3	68	15	31	183																							3	2		18	25	24	51	Top For Vanity Dresser	13	71	10	100																																																																		i26138	p6367			
	950 Sectional with 1 Electric Recliner SET	950 Electric leather Sectional has a quiet modern appeal which will easily blend with any contemporary home setting.  Stock Color: Brown  Material: Top-grain Leather/Eco Leather Back Stock Color : 288 brown	1230	2152.5							ESF Extravaganza Collection	LIVING	stock	FALSE	Living Room Furniture	Sectionals	Living Room,Sectionals,Recliner, sliding, massage,Modern,Leather,Other Material	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_8.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_7.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_5.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_6.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_10.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_3.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_1.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_2.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_4.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_9.gif	http://www.esfwholesalefurniture.com/images/product/fullsize/Living-Room-Furniture_Sectionals_950-Electric-Sectional_side_1.jpg																																																																															p9569		Brown/Wenge/Walnut	Top-grain Leather Front/Eco Leather Back	N/A
950SECTIONALRIGHT	950-Sectional-Right		1230	2152.5	1	117	41/69(chaise)	30/38	313									http://www.esfwholesalefurniture.com/images/product/fullsize/9569_950-Sectional-Right_item_1.gif														1	3	Chaise	40	69	23	174	Chair	42	34	27	86	Corner	42	21	27	53																																																													i21886	p9569			
950SECTIONALLEFT	950-Sectional-Left		1230	2152.5	0	117	41/69(chaise)	30/38	313									http://www.esfwholesalefurniture.com/images/product/fullsize/9569_950-Sectional-Left_item_1.gif														0	3	Chaise	40	69	23	174	Chair	42	34	27	86	Corner	42	21	27	53																																																													i21921	p9569			
	Dama Bianca Bedroom by CamelGroup Italy SET	Made in Italy design with elegant high gloss white finish aesthetic taste. • Blend of geometrical lines and curved elements. • Elegant form and functionality compromise. • Design with typical “Made in Italy” flair. Thick curved drawer fronts, with integrated handle and hidden soft-closing total extraction metal runners by Blum. Modern Bedroom Furniture Sets.  Finish : High gloss lacquered finish :  High gloss polyester lacquer with anti- yellowing treatment with UV (ultra violet) drying process.	2554	4469.5							Camelgroup Italy	BEDROOMS	stock	FALSE	Bedroom  Furniture	Modern Bedrooms	Bedroom,Bedgroups,Modern,Queen Size/King Size	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca-Bedroom-by-CamelGroup-Italy.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca-Bedroom-by-CamelGroup-Italy_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca_side_1.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca_side_2.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca_side_3.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca_side_6.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca_side_8.jpg	http://www.esfwholesalefurniture.com/images/product/fullsize/Bedroom-Furniture_Modern-Bedrooms_Dama-Bianca-Bedroom-by-CamelGroup-Italy_side_1.jpg																																																																																				p8108		White	Fabric, Wood veneer, MDF	High Gloss Lacquer
DAMABIANCA4DWB	Dama Bianca 4 Doors Wardrobe w/2 Mirrors	long metal handles	1042	1823.5	0	73	24	90	448																							0	12	Left Side	2	24	93	0	Right Side	2	24	93	0	Dividing Panel	2	24	93	0	Right Wood Door	2	21	92	0	Left Wood Door	2	21	92	0	Right Glass Door	2	21	92	0	Left Glass Door	2	21	92	0	Right Wood Shelf	2	22	36	0	Left Wood Shelf	2	22	36	0	Top and Bottoms	5	25	38	0	Back Panels	1	36	86	0	Handles	3	42	42	0																i22327	p8108			
ONDA4DOORWHITE	Onda 4 Door Wardrobe with 2 Mirror doors	Square handles with swarowski	1067	1867.25	0	73	24	90	448																							0	6		2	24	93	0		2	21	92	0		2	22	36	0		5	25	38	0		1	36	86	0		1	42	3	0																																														i22671	p8108			
DAMABIANCABEDQS	Dama Bianca QS Bed	<b/>**FRAME NOT INCLUDED**</b>	920	1610	1	64	82	39.5	176																							1	4		5	62	40	125		85	10	12	30		10	3	5	5		76	30	2	20																																																								i16977	p8108			
DAMABIANCABEDKS	Dama Bianca KS Bed	<b/>**FRAME NOT INCLUDED**</b>	995	1741.25	0	85	82	39.5	198																							0	4		5	87	40	145		85	10	12	30		10	3	5	5		76	40	2	20																																																								i16978	p8108			
DAMABIANCANS	Dama Bianca Nightstand		319	558.25	2	22	19	17.5	60																							2	1	Nightstand	20	24	21	60																																																																							i16979	p8108			
